l2 gear
10:36:10.632 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.989, roll: 2.092, pitch: 3.613
10:39:05.418 -> Acceleration in g's  X: -0.088, Y: 0.015, Z: 1.025, roll: 0.818, pitch: 4.899
10:39:05.451 -> Acceleration in g's  X: -0.074, Y: 0.015, Z: 1.001, roll: 0.838, pitch: 4.240
10:39:05.451 -> Acceleration in g's  X: -0.073, Y: 0.021, Z: 0.986, roll: 1.191, pitch: 4.246
10:39:05.485 -> Acceleration in g's  X: -0.079, Y: 0.011, Z: 0.971, roll: 0.634, pitch: 4.658
10:39:05.520 -> Acceleration in g's  X: -0.084, Y: 0.024, Z: 0.981, roll: 1.425, pitch: 4.890
10:39:05.556 -> Acceleration in g's  X: -0.081, Y: 0.029, Z: 0.981, roll: 1.710, pitch: 4.719
10:39:05.556 -> Acceleration in g's  X: -0.074, Y: 0.024, Z: 0.981, roll: 1.425, pitch: 4.323
10:39:05.591 -> Acceleration in g's  X: -0.086, Y: 0.027, Z: 0.983, roll: 1.593, pitch: 4.992
10:39:05.624 -> Acceleration in g's  X: -0.091, Y: 0.045, Z: 0.983, roll: 2.615, pitch: 5.271
10:39:05.658 -> Acceleration in g's  X: -0.066, Y: 0.047, Z: 0.983, roll: 2.729, pitch: 3.859
10:39:05.658 -> Acceleration in g's  X: -0.085, Y: 0.057, Z: 0.996, roll: 3.254, pitch: 4.867
10:39:05.691 -> Acceleration in g's  X: -0.081, Y: 0.056, Z: 1.005, roll: 3.171, pitch: 4.605
10:39:05.725 -> Acceleration in g's  X: -0.062, Y: 0.058, Z: 0.991, roll: 3.327, pitch: 3.546
10:39:05.759 -> Acceleration in g's  X: -0.066, Y: 0.062, Z: 1.009, roll: 3.490, pitch: 3.759
10:39:05.759 -> Acceleration in g's  X: -0.058, Y: 0.075, Z: 0.996, roll: 4.317, pitch: 3.301
10:39:05.792 -> Acceleration in g's  X: -0.055, Y: 0.058, Z: 1.010, roll: 3.266, pitch: 3.095
10:39:05.827 -> Acceleration in g's  X: -0.050, Y: 0.044, Z: 1.001, roll: 2.514, pitch: 2.846
10:39:05.860 -> Acceleration in g's  X: -0.068, Y: 0.032, Z: 0.964, roll: 1.915, pitch: 4.054
10:39:05.860 -> Acceleration in g's  X: -0.066, Y: 0.013, Z: 0.967, roll: 0.752, pitch: 3.929
10:39:05.895 -> Acceleration in g's  X: -0.072, Y: 0.016, Z: 0.947, roll: 0.945, pitch: 4.362
10:39:05.929 -> Acceleration in g's  X: -0.059, Y: 0.021, Z: 0.972, roll: 1.209, pitch: 3.450
10:39:05.963 -> Acceleration in g's  X: -0.061, Y: -0.007, Z: 1.002, roll: -0.391, pitch: 3.458
10:39:05.963 -> Acceleration in g's  X: -0.050, Y: -0.005, Z: 1.004, roll: -0.279, pitch: 2.840
10:39:05.998 -> Acceleration in g's  X: -0.056, Y: 0.003, Z: 0.993, roll: 0.169, pitch: 3.208
10:39:06.031 -> Acceleration in g's  X: -0.062, Y: 0.022, Z: 0.987, roll: 1.303, pitch: 3.565
10:39:06.065 -> Acceleration in g's  X: -0.069, Y: 0.023, Z: 1.007, roll: 1.334, pitch: 3.938
10:39:06.099 -> Acceleration in g's  X: -0.075, Y: 0.022, Z: 0.993, roll: 1.296, pitch: 4.329
10:39:06.099 -> Acceleration in g's  X: -0.087, Y: 0.011, Z: 1.019, roll: 0.604, pitch: 4.877
10:39:06.133 -> Acceleration in g's  X: -0.080, Y: 0.005, Z: 1.013, roll: 0.276, pitch: 4.521
10:39:06.167 -> Acceleration in g's  X: -0.082, Y: 0.006, Z: 0.977, roll: 0.344, pitch: 4.801
10:39:06.200 -> Acceleration in g's  X: -0.083, Y: 0.029, Z: 0.982, roll: 1.708, pitch: 4.827
10:39:06.200 -> Acceleration in g's  X: -0.069, Y: 0.042, Z: 0.988, roll: 2.433, pitch: 4.010
10:39:06.234 -> Acceleration in g's  X: -0.065, Y: 0.043, Z: 0.980, roll: 2.509, pitch: 3.814
10:39:06.269 -> Acceleration in g's  X: -0.071, Y: 0.039, Z: 0.947, roll: 2.361, pitch: 4.300
10:39:06.304 -> Acceleration in g's  X: -0.053, Y: 0.035, Z: 0.981, roll: 2.052, pitch: 3.074
10:39:06.304 -> Acceleration in g's  X: -0.060, Y: 0.045, Z: 1.015, roll: 2.535, pitch: 3.357
10:39:06.337 -> Acceleration in g's  X: -0.076, Y: 0.053, Z: 1.049, roll: 2.878, pitch: 4.149
10:39:06.371 -> Acceleration in g's  X: -0.068, Y: 0.075, Z: 1.000, roll: 4.300, pitch: 3.900
10:39:06.404 -> Acceleration in g's  X: -0.069, Y: 0.051, Z: 0.979, roll: 2.971, pitch: 4.048
10:39:06.404 -> Acceleration in g's  X: -0.059, Y: 0.067, Z: 0.990, roll: 3.893, pitch: 3.379
10:39:06.439 -> Acceleration in g's  X: -0.073, Y: 0.044, Z: 0.979, roll: 2.569, pitch: 4.272
10:39:06.474 -> Acceleration in g's  X: -0.078, Y: 0.029, Z: 0.999, roll: 1.680, pitch: 4.470
10:39:06.507 -> Acceleration in g's  X: -0.090, Y: 0.011, Z: 1.028, roll: 0.599, pitch: 4.993
10:39:06.507 -> Acceleration in g's  X: -0.071, Y: 0.027, Z: 1.016, roll: 1.542, pitch: 4.014
10:39:06.541 -> Acceleration in g's  X: -0.064, Y: 0.033, Z: 1.017, roll: 1.871, pitch: 3.626
10:39:06.575 -> Acceleration in g's  X: -0.062, Y: 0.025, Z: 0.982, roll: 1.480, pitch: 3.582
10:39:06.609 -> Acceleration in g's  X: -0.054, Y: 0.030, Z: 0.988, roll: 1.755, pitch: 3.109
10:39:06.642 -> Acceleration in g's  X: -0.050, Y: 0.028, Z: 0.997, roll: 1.627, pitch: 2.858
10:39:06.642 -> Acceleration in g's  X: -0.061, Y: 0.025, Z: 1.016, roll: 1.432, pitch: 3.411
10:39:06.676 -> Acceleration in g's  X: -0.064, Y: 0.006, Z: 1.015, roll: 0.331, pitch: 3.635
10:39:06.711 -> Acceleration in g's  X: -0.061, Y: -0.001, Z: 0.938, roll: -0.060, pitch: 3.691
10:39:06.745 -> Acceleration in g's  X: -0.069, Y: 0.009, Z: 0.961, roll: 0.524, pitch: 4.127
10:39:06.745 -> Acceleration in g's  X: -0.086, Y: -0.002, Z: 0.987, roll: -0.113, pitch: 4.975
10:39:06.779 -> Acceleration in g's  X: -0.089, Y: -0.007, Z: 0.980, roll: -0.399, pitch: 5.179
10:39:06.812 -> Acceleration in g's  X: -0.079, Y: 0.006, Z: 0.956, roll: 0.351, pitch: 4.730
10:39:06.846 -> Acceleration in g's  X: -0.066, Y: 0.022, Z: 0.974, roll: 1.322, pitch: 3.901
10:39:06.846 -> Acceleration in g's  X: -0.078, Y: 0.034, Z: 1.015, roll: 1.929, pitch: 4.400
10:39:06.881 -> Acceleration in g's  X: -0.094, Y: 0.036, Z: 1.020, roll: 2.030, pitch: 5.251
10:39:06.915 -> Acceleration in g's  X: -0.061, Y: 0.051, Z: 1.021, roll: 2.846, pitch: 3.388
10:39:06.948 -> Acceleration in g's  X: -0.063, Y: 0.058, Z: 1.009, roll: 3.269, pitch: 3.540
10:39:06.948 -> Acceleration in g's  X: -0.079, Y: 0.062, Z: 1.017, roll: 3.463, pitch: 4.441
10:39:06.982 -> Acceleration in g's  X: -0.084, Y: 0.044, Z: 1.019, roll: 2.470, pitch: 4.709
10:39:07.015 -> Acceleration in g's  X: -0.079, Y: 0.056, Z: 1.001, roll: 3.183, pitch: 4.511
10:39:07.048 -> Acceleration in g's  X: -0.081, Y: 0.047, Z: 0.957, roll: 2.804, pitch: 4.835
10:39:07.082 -> Acceleration in g's  X: -0.089, Y: 0.060, Z: 0.942, roll: 3.617, pitch: 5.376
10:39:07.082 -> Acceleration in g's  X: -0.093, Y: 0.053, Z: 0.955, roll: 3.160, pitch: 5.540
10:39:07.117 -> Acceleration in g's  X: -0.088, Y: 0.059, Z: 0.978, roll: 3.430, pitch: 5.128
10:39:07.151 -> Acceleration in g's  X: -0.075, Y: 0.043, Z: 0.998, roll: 2.465, pitch: 4.305
10:39:07.186 -> Acceleration in g's  X: -0.069, Y: 0.032, Z: 1.000, roll: 1.846, pitch: 3.964
10:39:07.186 -> Acceleration in g's  X: -0.045, Y: 0.035, Z: 1.046, roll: 1.925, pitch: 2.458
10:39:07.221 -> Acceleration in g's  X: -0.040, Y: 0.024, Z: 1.023, roll: 1.367, pitch: 2.240
10:39:07.255 -> Acceleration in g's  X: -0.047, Y: 0.025, Z: 1.016, roll: 1.432, pitch: 2.642
10:39:07.289 -> Acceleration in g's  X: -0.058, Y: 0.009, Z: 0.953, roll: 0.528, pitch: 3.459
10:39:07.289 -> Acceleration in g's  X: -0.053, Y: 0.014, Z: 0.982, roll: 0.797, pitch: 3.072
10:39:07.323 -> Acceleration in g's  X: -0.076, Y: 0.013, Z: 0.995, roll: 0.731, pitch: 4.377
10:39:07.358 -> Acceleration in g's  X: -0.078, Y: 0.001, Z: 0.967, roll: 0.058, pitch: 4.620
10:39:07.393 -> Acceleration in g's  X: -0.055, Y: -0.007, Z: 0.951, roll: -0.412, pitch: 3.291
10:39:07.393 -> Acceleration in g's  X: -0.063, Y: 0.004, Z: 0.958, roll: 0.234, pitch: 3.791
10:39:07.427 -> Acceleration in g's  X: -0.086, Y: 0.027, Z: 0.958, roll: 1.635, pitch: 5.124
10:39:07.462 -> Acceleration in g's  X: -0.087, Y: 0.014, Z: 1.019, roll: 0.769, pitch: 4.877
10:39:07.497 -> Acceleration in g's  X: -0.083, Y: 0.025, Z: 1.018, roll: 1.429, pitch: 4.662
10:39:07.497 -> Acceleration in g's  X: -0.094, Y: 0.026, Z: 1.006, roll: 1.502, pitch: 5.323
10:39:07.531 -> Acceleration in g's  X: -0.096, Y: 0.022, Z: 0.982, roll: 1.310, pitch: 5.562
10:39:07.565 -> Acceleration in g's  X: -0.084, Y: 0.049, Z: 1.021, roll: 2.739, pitch: 4.699
10:39:07.599 -> Acceleration in g's  X: -0.093, Y: 0.042, Z: 1.003, roll: 2.398, pitch: 5.280
10:39:07.599 -> Acceleration in g's  X: -0.074, Y: 0.027, Z: 0.969, roll: 1.617, pitch: 4.379
10:39:07.633 -> Acceleration in g's  X: -0.068, Y: 0.065, Z: 0.941, roll: 3.976, pitch: 4.143
10:39:07.667 -> Acceleration in g's  X: -0.070, Y: 0.044, Z: 0.987, roll: 2.549, pitch: 4.070
10:39:07.702 -> Acceleration in g's  X: -0.072, Y: 0.041, Z: 1.004, roll: 2.340, pitch: 4.114
10:39:07.702 -> Acceleration in g's  X: -0.062, Y: 0.039, Z: 1.005, roll: 2.226, pitch: 3.501
10:39:07.736 -> Acceleration in g's  X: -0.070, Y: 0.036, Z: 1.017, roll: 2.036, pitch: 3.954
10:39:07.770 -> Acceleration in g's  X: -0.056, Y: 0.041, Z: 0.996, roll: 2.358, pitch: 3.196
10:39:07.804 -> Acceleration in g's  X: -0.047, Y: 0.039, Z: 0.979, roll: 2.286, pitch: 2.740
10:39:07.804 -> Acceleration in g's  X: -0.072, Y: 0.042, Z: 0.996, roll: 2.414, pitch: 4.146
10:39:07.838 -> Acceleration in g's  X: -0.072, Y: 0.061, Z: 0.971, roll: 3.569, pitch: 4.249
10:39:07.873 -> Acceleration in g's  X: -0.063, Y: 0.058, Z: 0.989, roll: 3.333, pitch: 3.609
10:39:07.907 -> Acceleration in g's  X: -0.060, Y: 0.033, Z: 0.997, roll: 1.907, pitch: 3.417
10:39:07.907 -> Acceleration in g's  X: -0.069, Y: 0.015, Z: 1.032, roll: 0.813, pitch: 3.842
10:39:07.941 -> Acceleration in g's  X: -0.060, Y: 0.021, Z: 1.039, roll: 1.185, pitch: 3.281
10:39:07.975 -> Acceleration in g's  X: -0.058, Y: 0.008, Z: 1.015, roll: 0.441, pitch: 3.250
10:39:08.009 -> Acceleration in g's  X: -0.075, Y: 0.023, Z: 0.997, roll: 1.347, pitch: 4.312
10:39:08.009 -> Acceleration in g's  X: -0.075, Y: 0.011, Z: 0.973, roll: 0.633, pitch: 4.420
10:39:08.044 -> Acceleration in g's  X: -0.059, Y: 0.011, Z: 0.965, roll: 0.638, pitch: 3.475
10:39:08.077 -> Acceleration in g's  X: -0.073, Y: -0.001, Z: 0.967, roll: -0.058, pitch: 4.332
10:39:08.112 -> Acceleration in g's  X: -0.086, Y: -0.002, Z: 0.973, roll: -0.115, pitch: 5.049
10:39:08.112 -> Acceleration in g's  X: -0.092, Y: 0.003, Z: 0.966, roll: 0.174, pitch: 5.429
10:39:08.146 -> Acceleration in g's  X: -0.093, Y: 0.021, Z: 1.008, roll: 1.166, pitch: 5.258
10:39:08.180 -> Acceleration in g's  X: -0.093, Y: 0.018, Z: 1.029, roll: 0.978, pitch: 5.150
10:39:08.214 -> Acceleration in g's  X: -0.072, Y: 0.015, Z: 0.959, roll: 0.875, pitch: 4.309
10:39:08.214 -> Acceleration in g's  X: -0.063, Y: 0.020, Z: 0.905, roll: 1.236, pitch: 3.949
10:39:08.248 -> Acceleration in g's  X: -0.090, Y: 0.058, Z: 1.027, roll: 3.210, pitch: 4.990
10:39:08.281 -> Acceleration in g's  X: -0.080, Y: 0.050, Z: 1.000, roll: 2.851, pitch: 4.573
10:39:08.314 -> Acceleration in g's  X: -0.073, Y: 0.049, Z: 0.981, roll: 2.848, pitch: 4.263
10:39:08.348 -> Acceleration in g's  X: -0.072, Y: 0.052, Z: 0.969, roll: 3.058, pitch: 4.260
10:39:08.348 -> Acceleration in g's  X: -0.049, Y: 0.024, Z: 0.979, roll: 1.429, pitch: 2.856
10:39:08.382 -> Acceleration in g's  X: -0.059, Y: 0.026, Z: 0.979, roll: 1.544, pitch: 3.426
10:39:08.416 -> Acceleration in g's  X: -0.059, Y: 0.033, Z: 0.952, roll: 1.997, pitch: 3.519
10:39:08.450 -> Acceleration in g's  X: -0.060, Y: 0.040, Z: 1.023, roll: 2.240, pitch: 3.329
10:39:08.450 -> Acceleration in g's  X: -0.053, Y: 0.044, Z: 0.975, roll: 2.582, pitch: 3.094
10:39:08.484 -> Acceleration in g's  X: -0.066, Y: 0.053, Z: 1.016, roll: 2.972, pitch: 3.736
10:39:08.519 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 1.002, roll: 2.010, pitch: 3.567
10:39:08.552 -> Acceleration in g's  X: -0.060, Y: 0.026, Z: 0.981, roll: 1.539, pitch: 3.472
10:39:08.552 -> Acceleration in g's  X: -0.056, Y: 0.023, Z: 0.974, roll: 1.379, pitch: 3.271
10:39:08.586 -> Acceleration in g's  X: -0.058, Y: 0.023, Z: 0.972, roll: 1.382, pitch: 3.392
10:39:08.621 -> Acceleration in g's  X: -0.055, Y: 0.004, Z: 0.970, roll: 0.231, pitch: 3.228
10:39:08.655 -> Acceleration in g's  X: -0.067, Y: 0.004, Z: 0.940, roll: 0.238, pitch: 4.098
10:39:08.655 -> Acceleration in g's  X: -0.074, Y: 0.014, Z: 0.981, roll: 0.798, pitch: 4.324
10:39:08.688 -> Acceleration in g's  X: -0.075, Y: 0.017, Z: 0.953, roll: 0.998, pitch: 4.510
10:39:08.721 -> Acceleration in g's  X: -0.077, Y: 0.022, Z: 0.983, roll: 1.308, pitch: 4.485
10:39:08.757 -> Acceleration in g's  X: -0.078, Y: 0.020, Z: 1.031, roll: 1.085, pitch: 4.332
10:39:08.757 -> Acceleration in g's  X: -0.062, Y: 0.014, Z: 0.982, roll: 0.797, pitch: 3.583
10:39:08.790 -> Acceleration in g's  X: -0.077, Y: 0.054, Z: 1.032, roll: 2.979, pitch: 4.269
10:39:08.824 -> Acceleration in g's  X: -0.078, Y: 0.036, Z: 1.012, roll: 2.045, pitch: 4.413
10:39:08.858 -> Acceleration in g's  X: -0.075, Y: 0.029, Z: 0.974, roll: 1.724, pitch: 4.414
10:39:08.892 -> Acceleration in g's  X: -0.081, Y: 0.022, Z: 0.993, roll: 1.296, pitch: 4.665
10:39:08.892 -> Acceleration in g's  X: -0.069, Y: 0.021, Z: 0.980, roll: 1.198, pitch: 4.044
10:39:08.925 -> Acceleration in g's  X: -0.058, Y: 0.034, Z: 0.925, roll: 2.117, pitch: 3.563
10:39:08.959 -> Acceleration in g's  X: -0.069, Y: 0.033, Z: 0.972, roll: 1.957, pitch: 4.079
10:39:08.992 -> Acceleration in g's  X: -0.061, Y: 0.032, Z: 0.977, roll: 1.890, pitch: 3.546
10:39:08.992 -> Acceleration in g's  X: -0.060, Y: 0.048, Z: 1.008, roll: 2.718, pitch: 3.379
10:39:09.026 -> Acceleration in g's  X: -0.069, Y: 0.047, Z: 1.033, roll: 2.598, pitch: 3.835
10:39:09.060 -> Acceleration in g's  X: -0.069, Y: 0.038, Z: 0.997, roll: 2.188, pitch: 3.975
10:39:09.095 -> Acceleration in g's  X: -0.052, Y: 0.031, Z: 0.968, roll: 1.849, pitch: 3.060
10:39:09.095 -> Acceleration in g's  X: -0.070, Y: 0.022, Z: 0.988, roll: 1.302, pitch: 4.068
10:39:09.129 -> Acceleration in g's  X: -0.078, Y: 0.036, Z: 0.999, roll: 2.071, pitch: 4.469
10:39:09.164 -> Acceleration in g's  X: -0.063, Y: 0.021, Z: 0.988, roll: 1.189, pitch: 3.674
10:39:09.198 -> Acceleration in g's  X: -0.062, Y: 0.038, Z: 0.967, roll: 2.256, pitch: 3.638
10:39:09.198 -> Acceleration in g's  X: -0.089, Y: 0.023, Z: 0.984, roll: 1.364, pitch: 5.157
10:39:09.231 -> Acceleration in g's  X: -0.056, Y: 0.020, Z: 0.944, roll: 1.185, pitch: 3.373
10:39:09.266 -> Acceleration in g's  X: -0.062, Y: 0.026, Z: 0.979, roll: 1.542, pitch: 3.593
10:39:09.299 -> Acceleration in g's  X: -0.061, Y: 0.021, Z: 1.003, roll: 1.171, pitch: 3.454
10:39:09.299 -> Acceleration in g's  X: -0.065, Y: 0.015, Z: 0.972, roll: 0.864, pitch: 3.852
10:39:09.332 -> Acceleration in g's  X: -0.075, Y: 0.043, Z: 1.034, roll: 2.379, pitch: 4.155
10:39:09.366 -> Acceleration in g's  X: -0.068, Y: 0.027, Z: 1.027, roll: 1.525, pitch: 3.806
10:39:09.400 -> Acceleration in g's  X: -0.056, Y: 0.032, Z: 1.007, roll: 1.833, pitch: 3.163
10:39:09.434 -> Acceleration in g's  X: -0.077, Y: 0.045, Z: 0.957, roll: 2.687, pitch: 4.604
10:39:09.434 -> Acceleration in g's  X: -0.071, Y: 0.053, Z: 1.018, roll: 2.967, pitch: 4.002
10:39:09.469 -> Acceleration in g's  X: -0.068, Y: 0.038, Z: 1.006, roll: 2.168, pitch: 3.885
10:39:09.503 -> Acceleration in g's  X: -0.065, Y: 0.029, Z: 0.968, roll: 1.734, pitch: 3.866
10:39:09.537 -> Acceleration in g's  X: -0.068, Y: 0.025, Z: 0.963, roll: 1.510, pitch: 4.059
10:39:09.537 -> Acceleration in g's  X: -0.058, Y: 0.033, Z: 0.960, roll: 1.981, pitch: 3.433
10:39:09.571 -> Acceleration in g's  X: -0.056, Y: 0.039, Z: 0.980, roll: 2.281, pitch: 3.247
10:39:09.605 -> Acceleration in g's  X: -0.065, Y: 0.024, Z: 0.969, roll: 1.444, pitch: 3.863
10:39:09.639 -> Acceleration in g's  X: -0.076, Y: 0.038, Z: 0.996, roll: 2.190, pitch: 4.370
10:39:09.639 -> Acceleration in g's  X: -0.069, Y: 0.042, Z: 1.011, roll: 2.379, pitch: 3.921
10:39:09.673 -> Acceleration in g's  X: -0.068, Y: 0.014, Z: 0.981, roll: 0.798, pitch: 3.984
10:39:09.708 -> Acceleration in g's  X: -0.067, Y: 0.028, Z: 1.002, roll: 1.619, pitch: 3.846
10:39:09.742 -> Acceleration in g's  X: -0.079, Y: 0.030, Z: 0.996, roll: 1.741, pitch: 4.538
10:39:09.742 -> Acceleration in g's  X: -0.075, Y: 0.023, Z: 0.996, roll: 1.348, pitch: 4.316
10:39:09.776 -> Acceleration in g's  X: -0.079, Y: 0.025, Z: 0.983, roll: 1.479, pitch: 4.597
10:39:09.810 -> Acceleration in g's  X: -0.088, Y: 0.012, Z: 0.989, roll: 0.679, pitch: 5.077
10:39:09.844 -> Acceleration in g's  X: -0.085, Y: 0.028, Z: 0.982, roll: 1.651, pitch: 4.941
10:39:09.844 -> Acceleration in g's  X: -0.067, Y: 0.021, Z: 0.965, roll: 1.218, pitch: 3.994
10:39:09.879 -> Acceleration in g's  X: -0.078, Y: 0.038, Z: 0.965, roll: 2.261, pitch: 4.626
10:39:09.912 -> Acceleration in g's  X: -0.070, Y: 0.038, Z: 1.011, roll: 2.158, pitch: 3.977
10:39:09.946 -> Acceleration in g's  X: -0.055, Y: 0.037, Z: 1.030, roll: 2.063, pitch: 3.036
10:39:09.946 -> Acceleration in g's  X: -0.058, Y: 0.041, Z: 1.040, roll: 2.258, pitch: 3.168
10:39:09.980 -> Acceleration in g's  X: -0.059, Y: 0.046, Z: 0.992, roll: 2.649, pitch: 3.376
10:39:10.015 -> Acceleration in g's  X: -0.069, Y: 0.042, Z: 0.980, roll: 2.452, pitch: 4.041
10:39:10.049 -> Acceleration in g's  X: -0.078, Y: 0.036, Z: 0.981, roll: 2.108, pitch: 4.548
10:39:10.049 -> Acceleration in g's  X: -0.072, Y: 0.032, Z: 0.959, roll: 1.925, pitch: 4.307
10:39:10.082 -> Acceleration in g's  X: -0.070, Y: 0.036, Z: 0.953, roll: 2.171, pitch: 4.216
10:39:10.115 -> Acceleration in g's  X: -0.071, Y: 0.035, Z: 0.974, roll: 2.068, pitch: 4.185
10:39:10.148 -> Acceleration in g's  X: -0.059, Y: 0.027, Z: 0.945, roll: 1.657, pitch: 3.545
10:39:10.182 -> Acceleration in g's  X: -0.065, Y: 0.021, Z: 0.992, roll: 1.184, pitch: 3.772
10:39:10.182 -> Acceleration in g's  X: -0.063, Y: 0.007, Z: 0.988, roll: 0.396, pitch: 3.619
10:39:10.215 -> Acceleration in g's  X: -0.061, Y: 0.021, Z: 0.992, roll: 1.240, pitch: 3.491
10:39:10.248 -> Acceleration in g's  X: -0.060, Y: 0.032, Z: 0.989, roll: 1.866, pitch: 3.444
10:39:10.282 -> Acceleration in g's  X: -0.071, Y: 0.014, Z: 0.987, roll: 0.793, pitch: 4.130
10:39:10.282 -> Acceleration in g's  X: -0.076, Y: 0.006, Z: 1.026, roll: 0.327, pitch: 4.244
10:39:10.315 -> Acceleration in g's  X: -0.078, Y: 0.019, Z: 1.018, roll: 1.045, pitch: 4.390
10:39:10.349 -> Acceleration in g's  X: -0.075, Y: 0.021, Z: 1.019, roll: 1.153, pitch: 4.221
10:39:10.383 -> Acceleration in g's  X: -0.070, Y: 0.016, Z: 0.988, roll: 0.906, pitch: 4.069
10:39:10.416 -> Acceleration in g's  X: -0.074, Y: 0.024, Z: 0.978, roll: 1.431, pitch: 4.340
10:39:10.416 -> Acceleration in g's  X: -0.065, Y: 0.026, Z: 0.982, roll: 1.537, pitch: 3.809
10:39:10.449 -> Acceleration in g's  X: -0.071, Y: 0.032, Z: 1.000, roll: 1.846, pitch: 4.076
10:39:10.484 -> Acceleration in g's  X: -0.072, Y: 0.039, Z: 0.945, roll: 2.366, pitch: 4.368
10:39:10.518 -> Acceleration in g's  X: -0.073, Y: 0.047, Z: 0.979, roll: 2.740, pitch: 4.272
10:39:10.518 -> Acceleration in g's  X: -0.075, Y: 0.055, Z: 1.003, roll: 3.121, pitch: 4.281
10:39:10.553 -> Acceleration in g's  X: -0.083, Y: 0.047, Z: 0.996, roll: 2.694, pitch: 4.758
10:39:10.587 -> Acceleration in g's  X: -0.055, Y: 0.031, Z: 1.008, roll: 1.776, pitch: 3.105
10:39:10.622 -> Acceleration in g's  X: -0.052, Y: 0.037, Z: 0.999, roll: 2.127, pitch: 2.964
10:39:10.622 -> Acceleration in g's  X: -0.062, Y: 0.040, Z: 1.020, roll: 2.249, pitch: 3.451
10:39:10.656 -> Acceleration in g's  X: -0.083, Y: 0.025, Z: 0.966, roll: 1.506, pitch: 4.911
10:39:10.691 -> Acceleration in g's  X: -0.073, Y: 0.023, Z: 0.937, roll: 1.434, pitch: 4.470
10:39:10.725 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.959, roll: 2.041, pitch: 3.785
10:39:10.725 -> Acceleration in g's  X: -0.062, Y: 0.032, Z: 1.001, roll: 1.844, pitch: 3.515
10:39:10.759 -> Acceleration in g's  X: -0.066, Y: 0.021, Z: 0.993, roll: 1.183, pitch: 3.824
10:39:10.793 -> Acceleration in g's  X: -0.051, Y: 0.009, Z: 0.946, roll: 0.532, pitch: 3.072
10:39:10.827 -> Acceleration in g's  X: -0.040, Y: 0.025, Z: 0.974, roll: 1.494, pitch: 2.354
10:39:10.827 -> Acceleration in g's  X: -0.066, Y: 0.018, Z: 1.004, roll: 1.003, pitch: 3.784
10:39:10.862 -> Acceleration in g's  X: -0.078, Y: 0.005, Z: 0.987, roll: 0.283, pitch: 4.524
10:39:10.896 -> Acceleration in g's  X: -0.070, Y: 0.019, Z: 1.002, roll: 1.061, pitch: 4.013
10:39:10.930 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 1.011, roll: 1.992, pitch: 3.591
10:39:10.930 -> Acceleration in g's  X: -0.080, Y: 0.008, Z: 0.984, roll: 0.455, pitch: 4.651
10:39:10.964 -> Acceleration in g's  X: -0.072, Y: 0.018, Z: 0.948, roll: 1.062, pitch: 4.357
10:39:10.998 -> Acceleration in g's  X: -0.072, Y: 0.023, Z: 0.966, roll: 1.390, pitch: 4.278
10:39:11.032 -> Acceleration in g's  X: -0.063, Y: 0.025, Z: 0.987, roll: 1.473, pitch: 3.677
10:39:11.032 -> Acceleration in g's  X: -0.076, Y: 0.029, Z: 0.996, roll: 1.685, pitch: 4.371
10:39:11.065 -> Acceleration in g's  X: -0.071, Y: 0.029, Z: 0.944, roll: 1.777, pitch: 4.315
10:39:11.098 -> Acceleration in g's  X: -0.074, Y: 0.041, Z: 0.950, roll: 2.472, pitch: 4.462
10:39:11.132 -> Acceleration in g's  X: -0.088, Y: 0.032, Z: 1.018, roll: 1.814, pitch: 4.934
10:39:11.165 -> Acceleration in g's  X: -0.089, Y: 0.036, Z: 1.027, roll: 2.014, pitch: 4.941
10:39:11.165 -> Acceleration in g's  X: -0.072, Y: 0.041, Z: 1.005, roll: 2.337, pitch: 4.110
10:39:11.200 -> Acceleration in g's  X: -0.072, Y: 0.046, Z: 0.973, roll: 2.702, pitch: 4.244
10:39:11.233 -> Acceleration in g's  X: -0.047, Y: 0.026, Z: 0.949, roll: 1.591, pitch: 2.826
10:39:11.267 -> Acceleration in g's  X: -0.054, Y: 0.051, Z: 0.986, roll: 2.947, pitch: 3.113
10:39:11.267 -> Acceleration in g's  X: -0.056, Y: 0.046, Z: 0.973, roll: 2.702, pitch: 3.272
10:39:11.300 -> Acceleration in g's  X: -0.069, Y: 0.029, Z: 1.006, roll: 1.668, pitch: 3.942
10:39:11.334 -> Acceleration in g's  X: -0.049, Y: 0.020, Z: 0.982, roll: 1.139, pitch: 2.845
10:39:11.368 -> Acceleration in g's  X: -0.057, Y: 0.013, Z: 0.947, roll: 0.768, pitch: 3.422
10:39:11.368 -> Acceleration in g's  X: -0.052, Y: 0.036, Z: 0.986, roll: 2.098, pitch: 3.002
10:39:11.401 -> Acceleration in g's  X: -0.062, Y: 0.019, Z: 0.969, roll: 1.097, pitch: 3.633
10:39:11.436 -> Acceleration in g's  X: -0.064, Y: 0.005, Z: 1.001, roll: 0.279, pitch: 3.684
10:39:11.470 -> Acceleration in g's  X: -0.064, Y: 0.010, Z: 0.975, roll: 0.574, pitch: 3.783
10:39:11.470 -> Acceleration in g's  X: -0.070, Y: 0.020, Z: 1.003, roll: 1.116, pitch: 4.010
