47:27 l2
then l4
10:45:00.786 -> Acceleration in g's  X: 0.018, Y: -0.031, Z: 0.996, roll: -1.797, pitch: -1.010
10:46:21.391 -> Acceleration in g's  X: 0.015, Y: -0.026, Z: 0.995, roll: -1.518, pitch: -0.843
10:46:21.391 -> Acceleration in g's  X: 0.019, Y: -0.026, Z: 0.994, roll: -1.519, pitch: -1.069
10:46:21.426 -> Acceleration in g's  X: 0.017, Y: -0.031, Z: 0.992, roll: -1.804, pitch: -0.958
10:46:21.459 -> Acceleration in g's  X: 0.015, Y: -0.025, Z: 0.996, roll: -1.460, pitch: -0.842
10:46:21.493 -> Acceleration in g's  X: 0.021, Y: -0.024, Z: 0.992, roll: -1.410, pitch: -1.240
10:46:21.493 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.997, roll: -1.571, pitch: -0.954
10:46:21.526 -> Acceleration in g's  X: 0.013, Y: -0.025, Z: 0.992, roll: -1.466, pitch: -0.733
10:46:21.561 -> Acceleration in g's  X: 0.018, Y: -0.024, Z: 0.994, roll: -1.407, pitch: -1.013
10:46:21.595 -> Acceleration in g's  X: 0.017, Y: -0.028, Z: 0.991, roll: -1.637, pitch: -0.959
10:46:21.595 -> Acceleration in g's  X: 0.010, Y: -0.029, Z: 1.001, roll: -1.676, pitch: -0.559
10:46:21.628 -> Acceleration in g's  X: 0.021, Y: -0.025, Z: 0.993, roll: -1.464, pitch: -1.239
10:46:21.662 -> Acceleration in g's  X: 0.016, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -0.898
10:46:21.697 -> Acceleration in g's  X: 0.014, Y: -0.025, Z: 0.989, roll: -1.470, pitch: -0.792
10:46:21.697 -> Acceleration in g's  X: 0.018, Y: -0.024, Z: 0.988, roll: -1.415, pitch: -1.019
10:46:21.731 -> Acceleration in g's  X: 0.016, Y: -0.028, Z: 1.001, roll: -1.621, pitch: -0.894
10:46:21.765 -> Acceleration in g's  X: 0.013, Y: -0.029, Z: 1.001, roll: -1.676, pitch: -0.726
10:46:21.799 -> Acceleration in g's  X: 0.019, Y: -0.024, Z: 0.992, roll: -1.410, pitch: -1.071
10:46:21.799 -> Acceleration in g's  X: 0.016, Y: -0.023, Z: 0.998, roll: -1.345, pitch: -0.897
10:46:21.833 -> Acceleration in g's  X: 0.016, Y: -0.025, Z: 0.995, roll: -1.462, pitch: -0.899
10:46:21.868 -> Acceleration in g's  X: 0.018, Y: -0.024, Z: 0.998, roll: -1.401, pitch: -1.009
10:46:21.902 -> Acceleration in g's  X: 0.019, Y: -0.031, Z: 0.994, roll: -1.800, pitch: -1.069
10:46:21.902 -> Acceleration in g's  X: 0.018, Y: -0.030, Z: 1.005, roll: -1.726, pitch: -1.002
10:46:21.936 -> Acceleration in g's  X: 0.024, Y: -0.025, Z: 0.996, roll: -1.460, pitch: -1.404
10:46:21.970 -> Acceleration in g's  X: 0.032, Y: -0.026, Z: 0.985, roll: -1.533, pitch: -1.873
10:46:22.003 -> Acceleration in g's  X: 0.027, Y: -0.028, Z: 0.999, roll: -1.624, pitch: -1.567
10:46:22.037 -> Acceleration in g's  X: 0.031, Y: -0.025, Z: 0.989, roll: -1.470, pitch: -1.809
10:46:22.037 -> Acceleration in g's  X: 0.033, Y: -0.025, Z: 0.995, roll: -1.462, pitch: -1.910
10:46:22.070 -> Acceleration in g's  X: 0.030, Y: -0.029, Z: 1.008, roll: -1.665, pitch: -1.720
10:46:22.104 -> Acceleration in g's  X: 0.033, Y: -0.027, Z: 1.001, roll: -1.565, pitch: -1.899
10:46:22.138 -> Acceleration in g's  X: 0.034, Y: -0.027, Z: 0.989, roll: -1.583, pitch: -1.978
10:46:22.138 -> Acceleration in g's  X: 0.027, Y: -0.029, Z: 0.998, roll: -1.681, pitch: -1.569
10:46:22.172 -> Acceleration in g's  X: 0.023, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -1.346
10:46:22.206 -> Acceleration in g's  X: 0.024, Y: -0.025, Z: 0.999, roll: -1.456, pitch: -1.399
10:46:22.240 -> Acceleration in g's  X: 0.021, Y: -0.029, Z: 0.998, roll: -1.681, pitch: -1.233
10:46:22.240 -> Acceleration in g's  X: 0.021, Y: -0.024, Z: 0.994, roll: -1.407, pitch: -1.238
10:46:22.274 -> Acceleration in g's  X: 0.027, Y: -0.023, Z: 0.983, roll: -1.365, pitch: -1.592
10:46:22.308 -> Acceleration in g's  X: 0.024, Y: -0.026, Z: 0.994, roll: -1.519, pitch: -1.406
10:46:22.341 -> Acceleration in g's  X: 0.022, Y: -0.023, Z: 0.994, roll: -1.351, pitch: -1.294
10:46:22.341 -> Acceleration in g's  X: 0.028, Y: -0.023, Z: 0.996, roll: -1.348, pitch: -1.628
10:46:22.375 -> Acceleration in g's  X: 0.028, Y: -0.027, Z: 1.002, roll: -1.563, pitch: -1.618
10:46:22.408 -> Acceleration in g's  X: 0.023, Y: -0.027, Z: 1.010, roll: -1.551, pitch: -1.329
10:46:22.441 -> Acceleration in g's  X: 0.038, Y: -0.024, Z: 0.988, roll: -1.415, pitch: -2.206
10:46:22.474 -> Acceleration in g's  X: 0.032, Y: -0.025, Z: 1.000, roll: -1.454, pitch: -1.845
10:46:22.474 -> Acceleration in g's  X: 0.032, Y: -0.024, Z: 0.997, roll: -1.403, pitch: -1.851
10:46:22.508 -> Acceleration in g's  X: 0.033, Y: -0.024, Z: 0.994, roll: -1.407, pitch: -1.912
10:46:22.543 -> Acceleration in g's  X: 0.033, Y: -0.027, Z: 0.994, roll: -1.576, pitch: -1.912
10:46:22.577 -> Acceleration in g's  X: 0.028, Y: -0.028, Z: 1.005, roll: -1.614, pitch: -1.614
10:46:22.577 -> Acceleration in g's  X: 0.033, Y: -0.024, Z: 0.998, roll: -1.401, pitch: -1.905
10:46:22.610 -> Acceleration in g's  X: 0.027, Y: -0.024, Z: 0.999, roll: -1.400, pitch: -1.567
10:46:22.644 -> Acceleration in g's  X: 0.026, Y: -0.024, Z: 0.997, roll: -1.403, pitch: -1.514
10:46:22.678 -> Acceleration in g's  X: 0.031, Y: -0.024, Z: 0.990, roll: -1.412, pitch: -1.807
10:46:22.678 -> Acceleration in g's  X: 0.033, Y: -0.024, Z: 0.992, roll: -1.410, pitch: -1.916
10:46:22.711 -> Acceleration in g's  X: 0.025, Y: -0.029, Z: 1.008, roll: -1.665, pitch: -1.443
10:46:22.745 -> Acceleration in g's  X: 0.039, Y: -0.024, Z: 0.990, roll: -1.412, pitch: -2.258
10:46:22.779 -> Acceleration in g's  X: 0.051, Y: -0.025, Z: 0.996, roll: -1.460, pitch: -2.917
10:46:22.813 -> Acceleration in g's  X: 0.064, Y: -0.026, Z: 0.988, roll: -1.528, pitch: -3.730
10:46:22.813 -> Acceleration in g's  X: 0.082, Y: -0.028, Z: 0.984, roll: -1.648, pitch: -4.762
10:46:22.846 -> Acceleration in g's  X: 0.106, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -6.098
10:46:22.880 -> Acceleration in g's  X: 0.153, Y: -0.027, Z: 0.943, roll: -1.660, pitch: -9.228
10:46:22.914 -> Acceleration in g's  X: 0.172, Y: -0.026, Z: 1.030, roll: -1.466, pitch: -9.468
10:46:22.914 -> Acceleration in g's  X: 0.186, Y: -0.020, Z: 1.007, roll: -1.111, pitch: -10.440
10:46:22.948 -> Acceleration in g's  X: 0.187, Y: -0.028, Z: 0.974, roll: -1.666, pitch: -10.841
10:46:22.982 -> Acceleration in g's  X: 0.142, Y: -0.021, Z: 1.068, roll: -1.100, pitch: -7.549
10:46:23.015 -> Acceleration in g's  X: 0.115, Y: -0.021, Z: 1.003, roll: -1.171, pitch: -6.553
10:46:23.015 -> Acceleration in g's  X: 0.106, Y: -0.020, Z: 0.951, roll: -1.176, pitch: -6.384
10:46:23.049 -> Acceleration in g's  X: 0.042, Y: -0.016, Z: 1.073, roll: -0.834, pitch: -2.240
10:46:23.083 -> Acceleration in g's  X: 0.018, Y: -0.019, Z: 1.033, roll: -1.029, pitch: -0.975
10:46:23.117 -> Acceleration in g's  X: -0.004, Y: -0.025, Z: 1.036, roll: -1.404, pitch: 0.216
10:46:23.117 -> Acceleration in g's  X: -0.025, Y: -0.011, Z: 1.009, roll: -0.610, pitch: 1.442
10:46:23.151 -> Acceleration in g's  X: -0.038, Y: -0.022, Z: 0.963, roll: -1.336, pitch: 2.264
10:46:23.184 -> Acceleration in g's  X: -0.028, Y: -0.017, Z: 0.948, roll: -1.003, pitch: 1.710
10:46:23.219 -> Acceleration in g's  X: -0.016, Y: -0.032, Z: 0.930, roll: -1.985, pitch: 0.962
10:46:23.252 -> Acceleration in g's  X: -0.026, Y: -0.029, Z: 0.966, roll: -1.737, pitch: 1.563
10:46:23.252 -> Acceleration in g's  X: -0.025, Y: -0.039, Z: 0.917, roll: -2.439, pitch: 1.585
10:46:23.286 -> Acceleration in g's  X: -0.035, Y: -0.036, Z: 0.987, roll: -2.096, pitch: 2.038
10:46:23.320 -> Acceleration in g's  X: -0.038, Y: -0.032, Z: 0.998, roll: -1.849, pitch: 2.184
10:46:23.354 -> Acceleration in g's  X: -0.031, Y: -0.030, Z: 1.062, roll: -1.632, pitch: 1.684
10:46:23.354 -> Acceleration in g's  X: -0.011, Y: -0.031, Z: 1.011, roll: -1.771, pitch: 0.609
10:46:23.388 -> Acceleration in g's  X: -0.024, Y: -0.034, Z: 1.047, roll: -1.870, pitch: 1.335
10:46:23.421 -> Acceleration in g's  X: -0.019, Y: -0.019, Z: 0.980, roll: -1.084, pitch: 1.084
10:46:23.454 -> Acceleration in g's  X: -0.021, Y: -0.025, Z: 1.013, roll: -1.436, pitch: 1.160
10:46:23.454 -> Acceleration in g's  X: -0.012, Y: -0.026, Z: 0.959, roll: -1.575, pitch: 0.700
10:46:23.488 -> Acceleration in g's  X: -0.005, Y: -0.019, Z: 0.990, roll: -1.073, pitch: 0.282
10:46:23.522 -> Acceleration in g's  X: -0.015, Y: -0.014, Z: 0.944, roll: -0.829, pitch: 0.889
10:46:23.556 -> Acceleration in g's  X: -0.017, Y: -0.016, Z: 0.965, roll: -0.928, pitch: 0.986
10:46:23.591 -> Acceleration in g's  X: -0.016, Y: -0.016, Z: 0.984, roll: -0.909, pitch: 0.909
10:46:23.591 -> Acceleration in g's  X: 0.001, Y: -0.027, Z: 0.969, roll: -1.617, pitch: -0.058
10:46:23.625 -> Acceleration in g's  X: 0.009, Y: -0.017, Z: 1.007, roll: -0.945, pitch: -0.500
10:46:23.660 -> Acceleration in g's  X: 0.035, Y: -0.023, Z: 0.982, roll: -1.367, pitch: -2.049
10:46:23.693 -> Acceleration in g's  X: 0.053, Y: -0.027, Z: 1.036, roll: -1.512, pitch: -2.913
10:46:23.693 -> Acceleration in g's  X: 0.071, Y: -0.021, Z: 1.028, roll: -1.142, pitch: -3.965
10:46:23.727 -> Acceleration in g's  X: 0.084, Y: -0.024, Z: 0.978, roll: -1.431, pitch: -4.909
10:46:23.761 -> Acceleration in g's  X: 0.093, Y: -0.030, Z: 0.989, roll: -1.753, pitch: -5.355
10:46:23.795 -> Acceleration in g's  X: 0.087, Y: -0.029, Z: 1.005, roll: -1.670, pitch: -4.941
10:46:23.795 -> Acceleration in g's  X: 0.093, Y: -0.031, Z: 0.973, roll: -1.840, pitch: -5.446
10:46:23.830 -> Acceleration in g's  X: 0.079, Y: -0.036, Z: 0.999, roll: -2.071, pitch: -4.524
10:46:23.864 -> Acceleration in g's  X: 0.048, Y: -0.036, Z: 1.039, roll: -1.992, pitch: -2.635
10:46:23.898 -> Acceleration in g's  X: 0.045, Y: -0.040, Z: 0.974, roll: -2.355, pitch: -2.639
10:46:23.898 -> Acceleration in g's  X: 0.038, Y: -0.044, Z: 0.971, roll: -2.592, pitch: -2.245
10:46:23.932 -> Acceleration in g's  X: 0.017, Y: -0.034, Z: 1.030, roll: -1.900, pitch: -0.923
10:46:23.966 -> Acceleration in g's  X: -0.005, Y: -0.026, Z: 0.970, roll: -1.558, pitch: 0.288
10:46:24.000 -> Acceleration in g's  X: -0.009, Y: -0.024, Z: 0.930, roll: -1.504, pitch: 0.541
10:46:24.000 -> Acceleration in g's  X: -0.021, Y: -0.021, Z: 1.009, roll: -1.165, pitch: 1.164
10:46:24.034 -> Acceleration in g's  X: -0.005, Y: -0.014, Z: 0.981, roll: -0.798, pitch: 0.285
10:46:24.068 -> Acceleration in g's  X: -0.006, Y: -0.022, Z: 0.984, roll: -1.307, pitch: 0.341
10:46:24.101 -> Acceleration in g's  X: -0.008, Y: -0.011, Z: 0.986, roll: -0.624, pitch: 0.454
10:46:24.101 -> Acceleration in g's  X: -0.015, Y: -0.021, Z: 0.993, roll: -1.183, pitch: 0.845
10:46:24.135 -> Acceleration in g's  X: -0.017, Y: -0.010, Z: 1.013, roll: -0.552, pitch: 0.939
10:46:24.169 -> Acceleration in g's  X: -0.020, Y: -0.023, Z: 0.975, roll: -1.378, pitch: 1.148
10:46:24.202 -> Acceleration in g's  X: -0.016, Y: -0.017, Z: 1.010, roll: -0.942, pitch: 0.886
10:46:24.236 -> Acceleration in g's  X: -0.010, Y: -0.021, Z: 0.989, roll: -1.188, pitch: 0.565
10:46:24.236 -> Acceleration in g's  X: -0.011, Y: -0.030, Z: 1.004, roll: -1.727, pitch: 0.613
10:46:24.270 -> Acceleration in g's  X: -0.006, Y: -0.022, Z: 0.984, roll: -1.307, pitch: 0.341
10:46:24.304 -> Acceleration in g's  X: -0.008, Y: -0.033, Z: 0.988, roll: -1.924, pitch: 0.453
10:46:24.338 -> Acceleration in g's  X: -0.008, Y: -0.028, Z: 1.021, roll: -1.588, pitch: 0.438
10:46:24.338 -> Acceleration in g's  X: 0.000, Y: -0.037, Z: 0.972, roll: -2.187, pitch: 0.000
10:46:24.372 -> Acceleration in g's  X: 0.005, Y: -0.036, Z: 0.979, roll: -2.113, pitch: -0.285
10:46:24.407 -> Acceleration in g's  X: 0.023, Y: -0.032, Z: 0.979, roll: -1.886, pitch: -1.371
10:46:24.440 -> Acceleration in g's  X: 0.033, Y: -0.032, Z: 1.012, roll: -1.824, pitch: -1.879
10:46:24.440 -> Acceleration in g's  X: 0.041, Y: -0.038, Z: 0.979, roll: -2.229, pitch: -2.398
10:46:24.475 -> Acceleration in g's  X: 0.055, Y: -0.039, Z: 0.966, roll: -2.316, pitch: -3.238
10:46:24.510 -> Acceleration in g's  X: 0.055, Y: -0.032, Z: 1.019, roll: -1.812, pitch: -3.072
10:46:24.544 -> Acceleration in g's  X: 0.057, Y: -0.027, Z: 0.985, roll: -1.590, pitch: -3.289
10:46:24.544 -> Acceleration in g's  X: 0.055, Y: -0.028, Z: 0.949, roll: -1.709, pitch: -3.296
10:46:24.577 -> Acceleration in g's  X: 0.048, Y: -0.016, Z: 1.033, roll: -0.866, pitch: -2.651
10:46:24.611 -> Acceleration in g's  X: 0.038, Y: -0.017, Z: 0.987, roll: -0.963, pitch: -2.209
10:46:24.646 -> Acceleration in g's  X: 0.037, Y: -0.011, Z: 0.974, roll: -0.632, pitch: -2.183
10:46:24.646 -> Acceleration in g's  X: 0.023, Y: -0.017, Z: 1.029, roll: -0.924, pitch: -1.304
10:46:24.679 -> Acceleration in g's  X: 0.019, Y: -0.012, Z: 1.007, roll: -0.667, pitch: -1.056
10:46:24.713 -> Acceleration in g's  X: 0.012, Y: -0.019, Z: 1.002, roll: -1.061, pitch: -0.670
10:46:24.747 -> Acceleration in g's  X: 0.010, Y: -0.029, Z: 0.988, roll: -1.698, pitch: -0.566
10:46:24.747 -> Acceleration in g's  X: 0.000, Y: -0.032, Z: 0.961, roll: -1.921, pitch: 0.000
10:46:24.781 -> Acceleration in g's  X: 0.000, Y: -0.022, Z: 0.967, roll: -1.331, pitch: 0.000
10:46:24.816 -> Acceleration in g's  X: 0.007, Y: -0.021, Z: 0.980, roll: -1.198, pitch: -0.399
10:46:24.850 -> Acceleration in g's  X: -0.005, Y: -0.030, Z: 0.972, roll: -1.785, pitch: 0.288
10:46:24.850 -> Acceleration in g's  X: -0.002, Y: -0.022, Z: 0.968, roll: -1.330, pitch: 0.116
10:46:24.884 -> Acceleration in g's  X: 0.000, Y: -0.025, Z: 0.981, roll: -1.482, pitch: 0.000
10:46:24.918 -> Acceleration in g's  X: 0.006, Y: -0.028, Z: 0.974, roll: -1.666, pitch: -0.345
10:46:24.952 -> Acceleration in g's  X: 0.001, Y: -0.038, Z: 0.987, roll: -2.209, pitch: -0.057
10:46:24.986 -> Acceleration in g's  X: 0.012, Y: -0.034, Z: 0.988, roll: -1.981, pitch: -0.679
10:46:24.986 -> Acceleration in g's  X: 0.003, Y: -0.040, Z: 0.997, roll: -2.300, pitch: -0.168
10:46:25.020 -> Acceleration in g's  X: 0.003, Y: -0.040, Z: 1.004, roll: -2.284, pitch: -0.167
10:46:25.054 -> Acceleration in g's  X: 0.011, Y: -0.034, Z: 1.001, roll: -1.956, pitch: -0.614
10:46:25.088 -> Acceleration in g's  X: 0.009, Y: -0.038, Z: 0.988, roll: -2.207, pitch: -0.509
10:46:25.088 -> Acceleration in g's  X: 0.003, Y: -0.027, Z: 0.986, roll: -1.588, pitch: -0.170
10:46:25.122 -> Acceleration in g's  X: 0.024, Y: -0.027, Z: 1.007, roll: -1.556, pitch: -1.389
10:46:25.155 -> Acceleration in g's  X: 0.021, Y: -0.021, Z: 1.002, roll: -1.173, pitch: -1.228
10:46:25.189 -> Acceleration in g's  X: 0.027, Y: -0.019, Z: 0.971, roll: -1.095, pitch: -1.613
10:46:25.189 -> Acceleration in g's  X: 0.028, Y: -0.015, Z: 1.009, roll: -0.832, pitch: -1.608
10:46:25.223 -> Acceleration in g's  X: 0.026, Y: -0.009, Z: 1.008, roll: -0.500, pitch: -1.499
10:46:25.256 -> Acceleration in g's  X: 0.030, Y: -0.011, Z: 0.955, roll: -0.644, pitch: -1.815
10:46:25.291 -> Acceleration in g's  X: 0.032, Y: -0.019, Z: 0.980, roll: -1.084, pitch: -1.882
10:46:25.291 -> Acceleration in g's  X: 0.022, Y: -0.013, Z: 1.020, roll: -0.713, pitch: -1.262
10:46:25.325 -> Acceleration in g's  X: 0.024, Y: -0.030, Z: 0.961, roll: -1.804, pitch: -1.455
10:46:25.360 -> Acceleration in g's  X: 0.021, Y: -0.029, Z: 0.992, roll: -1.691, pitch: -1.240
10:46:25.394 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 1.009, roll: -1.497, pitch: -0.943
10:46:25.394 -> Acceleration in g's  X: 0.016, Y: -0.033, Z: 0.965, roll: -1.971, pitch: -0.927
10:46:25.429 -> Acceleration in g's  X: 0.015, Y: -0.023, Z: 0.982, roll: -1.367, pitch: -0.854
10:46:25.464 -> Acceleration in g's  X: 0.012, Y: -0.025, Z: 1.007, roll: -1.445, pitch: -0.667
10:46:25.497 -> Acceleration in g's  X: 0.011, Y: -0.032, Z: 0.963, roll: -1.917, pitch: -0.639
10:46:25.497 -> Acceleration in g's  X: 0.010, Y: -0.020, Z: 0.975, roll: -1.148, pitch: -0.574
10:46:25.531 -> Acceleration in g's  X: 0.006, Y: -0.023, Z: 0.977, roll: -1.375, pitch: -0.344
10:46:25.564 -> Acceleration in g's  X: 0.006, Y: -0.027, Z: 1.015, roll: -1.544, pitch: -0.331
10:46:25.598 -> Acceleration in g's  X: 0.004, Y: -0.027, Z: 0.972, roll: -1.612, pitch: -0.230
10:46:25.631 -> Acceleration in g's  X: 0.002, Y: -0.028, Z: 0.988, roll: -1.641, pitch: -0.113
10:46:25.631 -> Acceleration in g's  X: 0.001, Y: -0.021, Z: 1.042, roll: -1.128, pitch: -0.054
10:46:25.665 -> Acceleration in g's  X: 0.006, Y: -0.030, Z: 0.983, roll: -1.763, pitch: -0.341
10:46:25.700 -> Acceleration in g's  X: 0.008, Y: -0.028, Z: 0.981, roll: -1.653, pitch: -0.456
10:46:25.733 -> Acceleration in g's  X: 0.011, Y: -0.027, Z: 1.012, roll: -1.548, pitch: -0.608
10:46:25.733 -> Acceleration in g's  X: 0.018, Y: -0.022, Z: 1.005, roll: -1.280, pitch: -1.002
10:46:25.768 -> Acceleration in g's  X: 0.017, Y: -0.025, Z: 0.990, roll: -1.469, pitch: -0.960
10:46:25.802 -> Acceleration in g's  X: 0.023, Y: -0.018, Z: 0.979, roll: -1.029, pitch: -1.372
10:46:25.836 -> Acceleration in g's  X: 0.027, Y: -0.021, Z: 1.005, roll: -1.225, pitch: -1.558
10:46:25.836 -> Acceleration in g's  X: 0.023, Y: -0.021, Z: 1.010, roll: -1.163, pitch: -1.329
10:46:25.870 -> Acceleration in g's  X: 0.029, Y: -0.025, Z: 0.987, roll: -1.473, pitch: -1.699
10:46:25.904 -> Acceleration in g's  X: 0.038, Y: -0.028, Z: 0.966, roll: -1.680, pitch: -2.257
10:46:25.938 -> Acceleration in g's  X: 0.014, Y: -0.036, Z: 1.006, roll: -2.057, pitch: -0.778
10:46:25.938 -> Acceleration in g's  X: 0.022, Y: -0.035, Z: 0.963, roll: -2.091, pitch: -1.335
10:46:25.973 -> Acceleration in g's  X: 0.023, Y: -0.037, Z: 0.968, roll: -2.196, pitch: -1.386
10:46:26.007 -> Acceleration in g's  X: 0.012, Y: -0.036, Z: 0.999, roll: -2.071, pitch: -0.672
10:46:26.041 -> Acceleration in g's  X: 0.015, Y: -0.036, Z: 0.978, roll: -2.117, pitch: -0.858
10:46:26.041 -> Acceleration in g's  X: 0.020, Y: -0.031, Z: 0.985, roll: -1.817, pitch: -1.135
10:46:26.076 -> Acceleration in g's  X: 0.009, Y: -0.030, Z: 1.024, roll: -1.693, pitch: -0.491
10:46:26.110 -> Acceleration in g's  X: 0.011, Y: -0.022, Z: 0.981, roll: -1.311, pitch: -0.627
10:46:26.144 -> Acceleration in g's  X: 0.013, Y: -0.026, Z: 0.982, roll: -1.537, pitch: -0.740
10:46:26.144 -> Acceleration in g's  X: 0.004, Y: -0.023, Z: 1.029, roll: -1.304, pitch: -0.217
10:46:26.177 -> Acceleration in g's  X: 0.010, Y: -0.027, Z: 0.978, roll: -1.602, pitch: -0.572
10:46:26.211 -> Acceleration in g's  X: 0.018, Y: -0.024, Z: 0.957, roll: -1.461, pitch: -1.052
10:46:26.246 -> Acceleration in g's  X: 0.009, Y: -0.019, Z: 1.000, roll: -1.063, pitch: -0.503
10:46:26.279 -> Acceleration in g's  X: 0.005, Y: -0.026, Z: 0.961, roll: -1.572, pitch: -0.291
10:46:26.279 -> Acceleration in g's  X: 0.009, Y: -0.027, Z: 0.967, roll: -1.620, pitch: -0.521
10:46:26.313 -> Acceleration in g's  X: 0.009, Y: -0.022, Z: 0.998, roll: -1.289, pitch: -0.504
10:46:26.347 -> Acceleration in g's  X: 0.012, Y: -0.026, Z: 0.988, roll: -1.528, pitch: -0.679
10:46:26.382 -> Acceleration in g's  X: 0.021, Y: -0.022, Z: 1.020, roll: -1.262, pitch: -1.207
10:46:26.382 -> Acceleration in g's  X: 0.020, Y: -0.021, Z: 1.028, roll: -1.142, pitch: -1.088
10:46:26.415 -> Acceleration in g's  X: 0.011, Y: -0.021, Z: 1.017, roll: -1.211, pitch: -0.605
10:46:26.449 -> Acceleration in g's  X: 0.015, Y: -0.018, Z: 1.011, roll: -0.996, pitch: -0.830
10:46:26.482 -> Acceleration in g's  X: 0.027, Y: -0.027, Z: 0.974, roll: -1.609, pitch: -1.608
10:46:26.482 -> Acceleration in g's  X: 0.025, Y: -0.025, Z: 1.014, roll: -1.435, pitch: -1.434
10:46:26.515 -> Acceleration in g's  X: 0.026, Y: -0.035, Z: 0.983, roll: -2.047, pitch: -1.535
10:46:26.550 -> Acceleration in g's  X: 0.027, Y: -0.042, Z: 0.988, roll: -2.433, pitch: -1.583
10:46:26.585 -> Acceleration in g's  X: 0.021, Y: -0.040, Z: 0.985, roll: -2.327, pitch: -1.191
10:46:26.585 -> Acceleration in g's  X: 0.023, Y: -0.037, Z: 0.981, roll: -2.165, pitch: -1.367
10:46:26.619 -> Acceleration in g's  X: 0.018, Y: -0.044, Z: 0.979, roll: -2.571, pitch: -1.028
10:46:26.654 -> Acceleration in g's  X: 0.013, Y: -0.031, Z: 1.005, roll: -1.781, pitch: -0.723
10:46:26.688 -> Acceleration in g's  X: 0.015, Y: -0.033, Z: 1.000, roll: -1.902, pitch: -0.839
10:46:26.688 -> Acceleration in g's  X: 0.016, Y: -0.029, Z: 0.992, roll: -1.691, pitch: -0.902
10:46:26.722 -> Acceleration in g's  X: 0.002, Y: -0.033, Z: 1.018, roll: -1.869, pitch: -0.110
10:46:26.755 -> Acceleration in g's  X: 0.006, Y: -0.026, Z: 0.987, roll: -1.530, pitch: -0.340
10:46:26.789 -> Acceleration in g's  X: 0.014, Y: -0.029, Z: 0.980, roll: -1.712, pitch: -0.799
10:46:26.823 -> Acceleration in g's  X: 0.009, Y: -0.019, Z: 1.012, roll: -1.051, pitch: -0.498
10:46:26.823 -> Acceleration in g's  X: 0.011, Y: -0.026, Z: 0.984, roll: -1.534, pitch: -0.625
10:46:26.856 -> Acceleration in g's  X: 0.014, Y: -0.021, Z: 0.976, roll: -1.204, pitch: -0.803
10:46:26.889 -> Acceleration in g's  X: 0.012, Y: -0.008, Z: 0.991, roll: -0.452, pitch: -0.677
10:46:26.923 -> Acceleration in g's  X: 0.014, Y: -0.025, Z: 0.968, roll: -1.503, pitch: -0.809
10:46:26.923 -> Acceleration in g's  X: 0.017, Y: -0.022, Z: 0.966, roll: -1.332, pitch: -0.984
10:46:26.957 -> Acceleration in g's  X: 0.016, Y: -0.014, Z: 0.967, roll: -0.810, pitch: -0.926
10:46:26.990 -> Acceleration in g's  X: 0.011, Y: -0.028, Z: 0.992, roll: -1.635, pitch: -0.620
10:46:27.024 -> Acceleration in g's  X: 0.014, Y: -0.020, Z: 0.997, roll: -1.122, pitch: -0.785
10:46:27.024 -> Acceleration in g's  X: 0.016, Y: -0.016, Z: 0.999, roll: -0.896, pitch: -0.896
10:46:27.057 -> Acceleration in g's  X: 0.015, Y: -0.029, Z: 1.000, roll: -1.678, pitch: -0.839
10:46:27.091 -> Acceleration in g's  X: 0.018, Y: -0.025, Z: 1.025, roll: -1.418, pitch: -0.982
10:46:27.124 -> Acceleration in g's  X: 0.021, Y: -0.025, Z: 1.001, roll: -1.453, pitch: -1.229
10:46:27.159 -> Acceleration in g's  X: 0.021, Y: -0.032, Z: 0.992, roll: -1.860, pitch: -1.240
10:46:27.159 -> Acceleration in g's  X: 0.017, Y: -0.034, Z: 1.008, roll: -1.942, pitch: -0.943
10:46:27.192 -> Acceleration in g's  X: 0.023, Y: -0.036, Z: 0.974, roll: -2.125, pitch: -1.378
10:46:27.226 -> Acceleration in g's  X: 0.021, Y: -0.034, Z: 0.986, roll: -1.985, pitch: -1.190
10:46:27.260 -> Acceleration in g's  X: 0.023, Y: -0.033, Z: 0.964, roll: -1.973, pitch: -1.392
10:46:27.260 -> Acceleration in g's  X: 0.018, Y: -0.033, Z: 0.990, roll: -1.920, pitch: -1.016
10:46:27.293 -> Acceleration in g's  X: 0.013, Y: -0.032, Z: 0.987, roll: -1.870, pitch: -0.736
10:46:27.327 -> Acceleration in g's  X: 0.017, Y: -0.033, Z: 0.969, roll: -1.963, pitch: -0.981
10:46:27.361 -> Acceleration in g's  X: 0.009, Y: -0.031, Z: 1.013, roll: -1.767, pitch: -0.497
10:46:27.361 -> Acceleration in g's  X: 0.012, Y: -0.019, Z: 1.020, roll: -1.043, pitch: -0.658
10:46:27.394 -> Acceleration in g's  X: 0.009, Y: -0.024, Z: 1.015, roll: -1.378, pitch: -0.496
10:46:27.427 -> Acceleration in g's  X: 0.012, Y: -0.022, Z: 1.007, roll: -1.278, pitch: -0.667
10:46:27.461 -> Acceleration in g's  X: 0.011, Y: -0.020, Z: 1.010, roll: -1.108, pitch: -0.609
